ENSG00000186092.6	OR4F5
ENSG00000136878.12	USP20
ENSG00000187239.16	FNBP1
ENSG00000148358.19	GPR107
ENSG00000107130.9	NCS1
ENSG00000148357.16	HMCN2
ENSG00000130707.17	ASS1
ENSG00000107164.15	FUBP3
ENSG00000130711.3	PRDM12
ENSG00000130713.15	EXOSC2
ENSG00000097007.17	ABL1
ENSG00000188710.2	QRFP
ENSG00000130720.12	FIBCD1
ENSG00000050555.17	LAMC3
ENSG00000126878.12	AIF1L
ENSG00000126883.16	NUP214
ENSG00000126882.12	FAM78A
ENSG00000160539.5	PLPP7
ENSG00000130723.19	PRRC2B
ENSG00000130714.15	POMT1
ENSG00000130717.12	UCK1
ENSG00000283526.1	PRRT1B
ENSG00000107263.18	RAPGEF1
ENSG00000160563.13	MED27
ENSG00000196358.10	NTNG2
ENSG00000107290.13	SETX
ENSG00000125482.12	TTF1
ENSG00000188523.8	CFAP77
ENSG00000125492.9	BARHL1
ENSG00000125485.17	DDX31
ENSG00000125484.11	GTF3C4
ENSG00000165695.9	AK8
ENSG00000165698.15	SPACA9
ENSG00000165699.14	TSC1
ENSG00000165702.14	GFI1B
ENSG00000148308.17	GTF3C5
ENSG00000170835.14	CEL
ENSG00000160271.15	RALGDS
ENSG00000285245.1	AL162417.1
ENSG00000148288.12	GBGT1
ENSG00000171102.14	OBP2B
ENSG00000175164.14	ABO
ENSG00000148296.6	SURF6
ENSG00000148297.15	MED22
ENSG00000148303.16	RPL7A
ENSG00000148290.9	SURF1
ENSG00000148291.9	SURF2
ENSG00000148248.13	SURF4
ENSG00000198870.7	STKLD1
ENSG00000148300.11	REXO4
ENSG00000160323.18	ADAMTS13
ENSG00000160325.14	CACFD1
ENSG00000160326.13	SLC2A6
ENSG00000187616.4	MYMK
ENSG00000197859.9	ADAMTSL2
ENSG00000196990.8	FAM163B
ENSG00000123454.11	DBH
ENSG00000123453.17	SARDH
ENSG00000160293.16	VAV2
ENSG00000235106.9	BRD3OS
ENSG00000169925.16	BRD3
ENSG00000196363.9	WDR5
ENSG00000186350.10	RXRA
ENSG00000130635.15	COL5A1
ENSG00000160339.15	FCN2
ENSG00000085265.10	FCN1
ENSG00000130558.19	OLFM1
ENSG00000196422.10	PPP1R26
ENSG00000160345.12	C9orf116
ENSG00000122140.10	MRPS2
ENSG00000160349.9	LCN1
ENSG00000122136.13	OBP2A
ENSG00000122133.16	PAEP
ENSG00000236543.2	AL354761.1
ENSG00000204007.6	GLT6D1
ENSG00000148386.9	LCN9
ENSG00000165643.10	SOHLH1
ENSG00000107147.12	KCNT1
ENSG00000130559.18	CAMSAP1
ENSG00000130560.8	UBAC1
ENSG00000148411.7	NACC2
ENSG00000238227.7	TMEM250
ENSG00000107187.16	LHX3
ENSG00000165661.16	QSOX2
ENSG00000260220.6	CCDC187
ENSG00000160360.12	GPSM1
ENSG00000213221.4	DNLZ
ENSG00000187796.14	CARD9
ENSG00000165684.4	SNAPC4
ENSG00000165689.16	ENTR1
ENSG00000165688.11	PMPCA
ENSG00000148384.12	INPP5E
ENSG00000148396.18	SEC16A
ENSG00000148400.10	NOTCH1
ENSG00000172889.15	EGFL7
ENSG00000169692.12	AGPAT2
ENSG00000165716.10	FAM69B
ENSG00000187922.13	LCN10
ENSG00000204003.8	AL355987.1
ENSG00000267206.5	LCN6
ENSG00000204001.9	LCN8
ENSG00000177984.6	LCN15
ENSG00000244187.7	TMEM141
ENSG00000272896.1	AL355987.3
ENSG00000213213.13	CCDC183
ENSG00000196642.18	RABL6
ENSG00000232434.2	AJM1
ENSG00000054148.17	PHPT1
ENSG00000177943.13	MAMDC4
ENSG00000107223.12	EDF1
ENSG00000127191.17	TRAF2
ENSG00000159069.13	FBXW5
ENSG00000176919.12	C8G
ENSG00000184925.11	LCN12
ENSG00000107317.12	PTGDS
ENSG00000284341.1	AL807752.7
ENSG00000214402.6	LCNL1
ENSG00000148362.10	PAXX
ENSG00000169583.12	CLIC3
ENSG00000107331.16	ABCA2
ENSG00000180549.7	FUT7
ENSG00000279073.3	AL807752.6
ENSG00000107281.9	NPDC1
ENSG00000054179.11	ENTPD2
ENSG00000186193.8	SAPCD2
ENSG00000197355.10	UAP1L1
ENSG00000177239.14	MAN1B1
ENSG00000176978.13	DPP7
ENSG00000176884.14	GRIN1
ENSG00000184709.7	LRRC26
ENSG00000261793.1	AL929554.1
ENSG00000185863.7	TMEM210
ENSG00000176248.8	ANAPC2
ENSG00000176101.11	SSNA1
ENSG00000176058.12	TPRN
ENSG00000187713.6	TMEM203
ENSG00000188566.13	NDOR1
ENSG00000284976.1	BX255925.3
ENSG00000212864.3	RNF208
ENSG00000197191.4	CYSRT1
ENSG00000233198.3	RNF224
ENSG00000198569.9	SLC34A3
ENSG00000188229.5	TUBB4B
ENSG00000188163.7	FAM166A
ENSG00000197768.10	STPG3
ENSG00000188986.6	NELFB
ENSG00000198113.2	TOR4A
ENSG00000198435.3	NRARP
ENSG00000187609.15	EXD3
ENSG00000188747.8	NOXA1
ENSG00000188833.9	ENTPD8
ENSG00000165802.22	NSMF
ENSG00000130653.15	PNPLA7
ENSG00000182154.7	MRPL41
ENSG00000148399.12	DPH7
ENSG00000165724.5	ZMYND19
ENSG00000197070.13	ARRDC1
ENSG00000181090.20	EHMT1
ENSG00000148408.12	CACNA1B
ENSG00000261456.5	TUBB8
ENSG00000015171.19	ZMYND11
ENSG00000151240.16	DIP2C
ENSG00000180525.11	PRR26
ENSG00000107929.14	LARP4B
ENSG00000107937.18	GTPBP4
ENSG00000148377.5	IDI2
ENSG00000067064.11	IDI1
ENSG00000047056.15	WDR37
ENSG00000185736.15	ADARB2
ENSG00000067057.16	PFKP
ENSG00000107959.15	PITRM1
ENSG00000067082.14	KLF6
ENSG00000165568.17	AKR1E2
ENSG00000187134.13	AKR1C1
ENSG00000151632.17	AKR1C2
ENSG00000196139.13	AKR1C3
ENSG00000264006.8	AKR1C8P
ENSG00000198610.10	AKR1C4
ENSG00000178473.6	UCN3
ENSG00000178462.11	TUBAL3
ENSG00000173848.18	NET1
ENSG00000178372.7	CALML5
ENSG00000178363.4	CALML3
ENSG00000196372.12	ASB13
ENSG00000108021.20	FAM208B
ENSG00000057608.16	GDI2
ENSG00000134461.15	ANKRD16
ENSG00000134452.19	FBH1
ENSG00000134470.20	IL15RA
ENSG00000134460.17	IL2RA
ENSG00000134453.15	RBM17
ENSG00000170525.20	PFKFB3
ENSG00000065675.14	PRKCQ
ENSG00000198879.11	SFMBT2
ENSG00000123243.14	ITIH5
ENSG00000151655.18	ITIH2
ENSG00000151657.11	KIN
ENSG00000165629.19	ATP5F1C
ENSG00000165632.7	TAF3
ENSG00000107485.16	GATA3
ENSG00000048740.18	CELF2
ENSG00000148429.14	USP6NL
ENSG00000134463.14	ECHDC3
ENSG00000148426.12	PROSER2
ENSG00000151461.19	UPF2
ENSG00000181192.11	DHTKD1
ENSG00000065665.20	SEC61A2
ENSG00000165609.12	NUDT5
ENSG00000151465.13	CDC123
ENSG00000183049.12	CAMK1D
ENSG00000151468.10	CCDC3
ENSG00000123240.16	OPTN
ENSG00000065328.16	MCM10
ENSG00000165623.9	UCMA
ENSG00000107537.13	PHYH
ENSG00000086475.14	SEPHS1
ENSG00000165626.17	BEND7
ENSG00000165630.13	PRPF18
ENSG00000282246.1	AL157392.5
ENSG00000151474.22	FRMD4A
ENSG00000065809.13	FAM107B
ENSG00000185267.9	CDNF
ENSG00000284024.2	HSPA14
ENSG00000187522.15	HSPA14
ENSG00000152455.15	SUV39H2
ENSG00000152457.17	DCLRE1C
ENSG00000197889.9	MEIG1
ENSG00000152463.14	OLAH
ENSG00000176244.6	ACBD7
ENSG00000152464.14	RPP38
ENSG00000152465.17	NMT2
ENSG00000148468.16	FAM171A1
ENSG00000077943.7	ITGA8
ENSG00000148481.13	MINDY3
ENSG00000165983.14	PTER
ENSG00000165985.9	C1QL3
ENSG00000148484.17	RSU1
ENSG00000107611.15	CUBN
ENSG00000107614.21	TRDMT1
ENSG00000026025.15	VIM
ENSG00000148488.16	ST8SIA6
ENSG00000165996.13	HACD1
ENSG00000136738.14	STAM
ENSG00000148483.8	TMEM236
ENSG00000260314.2	MRC1
ENSG00000148482.11	SLC39A12
ENSG00000165995.19	CACNB2
ENSG00000241058.3	NSUN6
ENSG00000165997.4	ARL5B
ENSG00000204740.10	MALRD1
ENSG00000120594.16	PLXDC2
ENSG00000078114.18	NEBL
ENSG00000204683.11	C10orf113
ENSG00000204682.5	CASC10
ENSG00000180592.16	SKIDA1
ENSG00000078403.16	MLLT10
ENSG00000136770.10	DNAJC1
ENSG00000223601.2	EBLN1
ENSG00000148444.15	COMMD3
ENSG00000269897.5	COMMD3-BMI1
ENSG00000168283.13	BMI1
ENSG00000077327.15	SPAG6
ENSG00000150867.13	PIP4K2A
ENSG00000165309.13	ARMC3
ENSG00000148450.12	MSRB2
ENSG00000168267.6	PTF1A
ENSG00000179133.13	C10orf67
ENSG00000165312.6	OTUD1
ENSG00000120549.17	KIAA1217
ENSG00000107863.17	ARHGAP21
ENSG00000099256.18	PRTFDC1
ENSG00000151023.16	ENKUR
ENSG00000185875.12	THNSL1
ENSG00000151025.10	GPR158
ENSG00000095777.15	MYO3A
ENSG00000136750.12	GAD2
ENSG00000077420.15	APBB1IP
ENSG00000148459.15	PDSS1
ENSG00000136754.17	ABI1
ENSG00000107890.16	ANKRD26
ENSG00000136758.18	YME1L1
ENSG00000120539.14	MASTL
ENSG00000107897.18	ACBD5
ENSG00000099246.16	RAB18
ENSG00000150051.13	MKX
ENSG00000169126.15	ARMC4
ENSG00000150054.18	MPP7
ENSG00000095787.21	WAC
ENSG00000095739.10	BAMBI
ENSG00000120563.9	LYZL1
ENSG00000197321.14	SVIL
ENSG00000165757.8	JCAD
ENSG00000107951.14	MTPAP
ENSG00000107968.9	MAP3K8
ENSG00000151033.9	LYZL2
ENSG00000183621.15	ZNF438
ENSG00000148516.21	ZEB1
ENSG00000165322.17	ARHGAP12
ENSG00000170759.10	KIF5B
ENSG00000120616.15	EPC1
ENSG00000216937.13	CCDC7
ENSG00000150093.18	ITGB1
ENSG00000099250.17	NRP1
ENSG00000148498.15	PARD3
ENSG00000108094.14	CUL2
ENSG00000095794.19	CREM
ENSG00000108100.17	CCNY
ENSG00000177291.3	GJD4
ENSG00000177283.7	FZD8
ENSG00000148513.17	ANKRD30A
ENSG00000256892.2	MTRNR2L7
ENSG00000198105.13	ZNF248
ENSG00000175395.15	ZNF25
ENSG00000189180.15	ZNF33A
ENSG00000075407.18	ZNF37A
ENSG00000283930.1	AL117339.5
ENSG00000196693.14	ZNF33B
ENSG00000165733.7	BMS1
ENSG00000165731.18	RET
ENSG00000169826.7	CSGALNACT2
ENSG00000198915.11	RASGEF1A
ENSG00000150201.14	FXYD4
ENSG00000169813.16	HNRNPF
ENSG00000243660.9	ZNF487
ENSG00000196793.13	ZNF239
ENSG00000198298.12	ZNF485
ENSG00000169740.13	ZNF32
ENSG00000277288.4	C10orf142
ENSG00000107562.16	CXCL12
ENSG00000187783.11	TMEM72
ENSG00000107551.20	RASSF4
ENSG00000165507.8	DEPP1
ENSG00000165512.4	ZNF22
ENSG00000256574.7	OR13A1
ENSG00000012779.10	ALOX5
ENSG00000165406.15	MARCH8
ENSG00000172671.19	ZFAND4
ENSG00000172661.18	WASHC2C
ENSG00000188234.13	AGAP4
ENSG00000265354.3	TIMM23
ENSG00000266412.5	NCOA4
ENSG00000263639.5	MSMB
ENSG00000274209.4	ANTXRL
ENSG00000264230.8	ANXA8L1
ENSG00000204174.7	NPY4R
ENSG00000204175.5	GPRIN2
ENSG00000204176.13	SYT15
ENSG00000204179.10	PTPN20
ENSG00000266524.2	GDF10
ENSG00000263761.2	GDF2
ENSG00000265203.1	RBP3
ENSG00000265763.3	ZNF488
ENSG00000265190.6	ANXA8
ENSG00000189090.7	FAM25G
ENSG00000204172.12	AGAP9
ENSG00000277758.4	FO681492.1
ENSG00000264717.5	NPY4R2
ENSG00000276430.2	FAM25C
ENSG00000170324.20	FRMPD2
ENSG00000107643.16	MAPK8
ENSG00000128805.14	ARHGAP22
ENSG00000128815.19	WDFY4
ENSG00000165383.11	LRRC18
ENSG00000165633.12	VSTM4
ENSG00000172538.6	FAM170B
ENSG00000204161.13	TMEM273
ENSG00000177354.11	C10orf71
ENSG00000165606.8	DRGX
ENSG00000225830.12	ERCC6
ENSG00000070748.18	CHAT
ENSG00000187714.6	SLC18A3
ENSG00000178645.12	C10orf53
ENSG00000197444.9	OGDHL
ENSG00000227345.8	PARG
ENSG00000204152.10	TIMM23B
ENSG00000204149.10	AGAP6
ENSG00000099290.16	WASHC2A
ENSG00000188611.14	ASAH2
ENSG00000198964.13	SGMS1
ENSG00000204147.10	ASAH2B
ENSG00000148584.14	A1CF
ENSG00000185532.16	PRKG1
ENSG00000177613.8	CSTF2T
ENSG00000107984.9	DKK1
ENSG00000165471.6	MBL2
ENSG00000150275.18	PCDH15
ENSG00000249860.3	MTRNR2L5
ENSG00000122952.16	ZWINT
ENSG00000151151.5	IPMK
ENSG00000122873.11	CISD1
ENSG00000072401.14	UBE2D1
ENSG00000108064.10	TFAM
ENSG00000122870.11	BICC1
ENSG00000165443.11	PHYHIPL
ENSG00000148541.12	FAM13C
ENSG00000165449.11	SLC16A9
ENSG00000227877.6	MRLN
ENSG00000108091.10	CCDC6
ENSG00000151150.21	ANK3
ENSG00000170312.15	CDK1
ENSG00000072422.16	RHOBTB1
ENSG00000196932.11	TMEM26
ENSG00000183346.7	CABCOCO1
ENSG00000150347.15	ARID5B
ENSG00000182010.10	RTKN2
ENSG00000138311.16	ZNF365
ENSG00000285551.1	AC067752.1
ENSG00000181915.4	ADO
ENSG00000122877.15	EGR2
ENSG00000148572.15	NRBF2
ENSG00000171988.18	JMJD1C
ENSG00000165476.13	REEP3
ENSG00000183230.16	CTNNA3
ENSG00000198739.10	LRRTM3
ENSG00000108176.14	DNAJC12
ENSG00000096717.11	SIRT1
ENSG00000148634.15	HERC4
ENSG00000138347.15	MYPN
ENSG00000179774.8	ATOH7
ENSG00000108187.15	PBLD
ENSG00000096746.17	HNRNPH3
ENSG00000204130.13	RUFY2
ENSG00000138346.14	DNA2
ENSG00000122912.14	SLC25A16
ENSG00000138336.8	TET1
ENSG00000060339.13	CCAR1
ENSG00000165730.15	STOX1
ENSG00000107625.12	DDX50
ENSG00000165732.12	DDX21
ENSG00000198954.7	KIF1BP
ENSG00000122862.4	SRGN
ENSG00000122958.14	VPS26A
ENSG00000156502.13	SUPV3L1
ENSG00000156510.12	HKDC1
ENSG00000156515.23	HK1
ENSG00000075073.14	TACR2
ENSG00000099282.9	TSPAN15
ENSG00000122859.4	NEUROG3
ENSG00000171224.8	FAM241B
ENSG00000197467.14	COL13A1
ENSG00000099284.13	H2AFY2
ENSG00000042286.14	AIFM2
ENSG00000156521.13	TYSND1
ENSG00000079332.14	SAR1A
ENSG00000180817.11	PPA1
ENSG00000148734.7	NPFFR1
ENSG00000172731.13	LRRC20
ENSG00000148730.6	EIF4EBP2
ENSG00000156574.9	NODAL
ENSG00000107719.8	PALD1
ENSG00000180644.7	PRF1
ENSG00000138316.10	ADAMTS14
ENSG00000166220.12	TBATA
ENSG00000166224.16	SGPL1
ENSG00000166228.8	PCBD1
ENSG00000107731.12	UNC5B
ENSG00000198246.8	SLC29A3
ENSG00000107736.20	CDH23
ENSG00000214688.5	C10orf105
ENSG00000107738.19	VSIR
ENSG00000197746.13	PSAP
ENSG00000122863.5	CHST3
ENSG00000107742.12	SPOCK2
ENSG00000138303.17	ASCC1
ENSG00000166295.8	ANAPC16
ENSG00000168209.4	DDIT4
ENSG00000148719.14	DNAJB12
ENSG00000107745.18	MICU1
ENSG00000156026.14	MCU
ENSG00000138315.12	OIT3
ENSG00000138308.5	PLA2G12B
ENSG00000122884.12	P4HA1
ENSG00000166321.13	NUDT13
ENSG00000122882.10	ECD
ENSG00000138286.14	FAM149B1
ENSG00000213551.4	DNAJC9
ENSG00000182180.13	MRPS16
ENSG00000156042.17	CFAP70
ENSG00000138279.15	ANXA7
ENSG00000166343.9	MSS51
ENSG00000107758.15	PPP3CB
ENSG00000166348.18	USP54
ENSG00000177791.11	MYOZ1
ENSG00000166317.11	SYNPO2L
ENSG00000172650.13	AGAP5
ENSG00000176986.15	SEC24C
ENSG00000196968.10	FUT11
ENSG00000172586.7	CHCHD1
ENSG00000214655.10	ZSWIM8
ENSG00000272916.5	AC022400.6
ENSG00000166507.17	NDST2
ENSG00000148660.20	CAMK2G
ENSG00000122861.15	PLAU
ENSG00000222047.8	C10orf55
ENSG00000035403.17	VCL
ENSG00000185009.12	AP3M1
ENSG00000156110.13	ADK
ENSG00000156650.13	KAT6B
ENSG00000188716.5	DUPD1
ENSG00000079393.20	DUSP13
ENSG00000156671.13	SAMD8
ENSG00000165637.13	VDAC2
ENSG00000165644.10	COMTD1
ENSG00000165655.16	ZNF503
ENSG00000148655.14	LRMDA
ENSG00000156113.22	KCNMA1
ENSG00000151208.16	DLG5
ENSG00000148606.12	POLR3A
ENSG00000138326.19	RPS24
ENSG00000108175.16	ZMIZ1
ENSG00000108179.13	PPIF
ENSG00000165424.6	ZCCHC24
ENSG00000253626.3	EIF5AL1
ENSG00000185303.16	SFTPA2
ENSG00000122852.14	SFTPA1
ENSG00000188199.10	NUTM2B
ENSG00000228570.7	NUTM2E
ENSG00000133661.15	SFTPD
ENSG00000133678.13	TMEM254
ENSG00000189129.13	PLAC9
ENSG00000122359.17	ANXA11
ENSG00000151224.12	MAT1A
ENSG00000170788.13	DYDC1
ENSG00000133665.12	DYDC2
ENSG00000122378.13	PRXL2A
ENSG00000108219.14	TSPAN14
ENSG00000178217.14	SH2D4B
ENSG00000185737.12	NRG3
ENSG00000165678.20	GHITM
ENSG00000188373.4	C10orf99
ENSG00000148600.14	CDHR1
ENSG00000204033.9	LRIT2
ENSG00000148602.5	LRIT1
ENSG00000148604.13	RGR
ENSG00000107771.16	CCSER2
ENSG00000182771.18	GRID1
ENSG00000062650.18	WAPL
ENSG00000122375.11	OPN4
ENSG00000122367.19	LDB3
ENSG00000107779.13	BMPR1A
ENSG00000173269.13	MMRN2
ENSG00000173267.13	SNCG
ENSG00000148671.13	ADIRF
ENSG00000188100.8	FAM25A
ENSG00000148672.8	GLUD1
ENSG00000122376.11	SHLD2
ENSG00000184923.12	NUTM2A
ENSG00000214562.14	NUTM2D
ENSG00000107789.15	MINPP1
ENSG00000198682.12	PAPSS2
ENSG00000138138.13	ATAD1
ENSG00000227268.3	KLLN
ENSG00000171862.10	PTEN
ENSG00000184719.11	RNLS
ENSG00000204022.9	LIPJ
ENSG00000182333.14	LIPF
ENSG00000204021.3	LIPK
ENSG00000204020.5	LIPN
ENSG00000173239.13	LIPM
ENSG00000152766.5	ANKRD22
ENSG00000138134.11	STAMBPL1
ENSG00000107796.13	ACTA2
ENSG00000026103.21	FAS
ENSG00000138135.6	CH25H
ENSG00000107798.17	LIPA
ENSG00000119922.9	IFIT2
ENSG00000119917.13	IFIT3
ENSG00000204010.3	IFIT1B
ENSG00000185745.9	IFIT1
ENSG00000152778.8	IFIT5
ENSG00000152779.13	SLC16A12
ENSG00000152782.16	PANK1
ENSG00000138182.14	KIF20B
ENSG00000148680.15	HTR7
ENSG00000148688.13	RPP30
ENSG00000148677.6	ANKRD1
ENSG00000180628.14	PCGF5
ENSG00000165338.16	HECTD2
ENSG00000119938.8	PPP1R3C
ENSG00000107854.5	TNKS2
ENSG00000174721.9	FGFBP3
ENSG00000095564.13	BTAF1
ENSG00000107864.14	CPEB3
ENSG00000198060.9	MARCH5
ENSG00000119912.16	IDE
ENSG00000138160.5	KIF11
ENSG00000152804.10	HHEX
ENSG00000138190.16	EXOC6
ENSG00000187553.8	CYP26C1
ENSG00000095596.11	CYP26A1
ENSG00000138119.16	MYOF
ENSG00000138180.15	CEP55
ENSG00000186188.10	FFAR4
ENSG00000138207.13	RBP4
ENSG00000095464.9	PDE6C
ENSG00000148690.11	FRA10AC1
ENSG00000108231.12	LGI1
ENSG00000176273.14	SLC35G1
ENSG00000138193.15	PLCE1
ENSG00000173145.11	NOC3L
ENSG00000108239.8	TBC1D12
ENSG00000119969.14	HELLS
ENSG00000108242.12	CYP2C18
ENSG00000276490.1	AL583836.1
ENSG00000165841.10	CYP2C19
ENSG00000138109.10	CYP2C9
ENSG00000138115.13	CYP2C8
ENSG00000173124.14	ACSM6
ENSG00000107438.8	PDLIM1
ENSG00000095637.22	SORBS1
ENSG00000059573.8	ALDH18A1
ENSG00000119977.20	TCTN3
ENSG00000138185.19	ENTPD1
ENSG00000270099.1	AL365273.2
ENSG00000188649.13	CC2D2B
ENSG00000107443.15	CCNJ
ENSG00000177853.14	ZNF518A
ENSG00000095585.16	BLNK
ENSG00000107447.7	DNTT
ENSG00000197430.10	OPALIN
ENSG00000095587.8	TLL2
ENSG00000077147.15	TM9SF3
ENSG00000155629.14	PIK3AP1
ENSG00000196233.13	LCOR
ENSG00000187122.16	SLIT1
ENSG00000269891.2	ARHGAP19-SLIT1
ENSG00000213390.10	ARHGAP19
ENSG00000165879.8	FRAT1
ENSG00000181274.6	FRAT2
ENSG00000052749.13	RRP12
ENSG00000171314.8	PGAM1
ENSG00000171311.12	EXOSC1
ENSG00000171307.18	ZDHHC16
ENSG00000155229.20	MMS19
ENSG00000165886.4	UBTD1
ENSG00000165887.11	ANKRD2
ENSG00000241935.8	HOGA1
ENSG00000249967.1	AL355315.1
ENSG00000203942.4	C10orf62
ENSG00000171160.17	MORN4
ENSG00000155252.13	PI4K2A
ENSG00000119986.6	AVPI1
ENSG00000155254.12	MARVELD1
ENSG00000155256.17	ZFYVE27
ENSG00000120057.4	SFRP5
ENSG00000155265.10	GOLGA7B
ENSG00000095713.13	CRTAC1
ENSG00000166024.13	R3HCC1L
ENSG00000138131.3	LOXL4
ENSG00000119943.12	PYROXD2
ENSG00000107521.18	HPS1
ENSG00000172987.12	HPSE2
ENSG00000119946.10	CNNM1
ENSG00000120053.11	GOT1
ENSG00000119919.10	NKX2-3
ENSG00000155287.10	SLC25A28
ENSG00000285932.1	AL133353.2
ENSG00000198018.6	ENTPD7
ENSG00000119929.12	CUTC
ENSG00000014919.12	COX15
ENSG00000023839.11	ABCC2
ENSG00000107554.16	DNMBP
ENSG00000120054.11	CPN1
ENSG00000107566.13	ERLIN1
ENSG00000213341.10	CHUK
ENSG00000095485.17	CWF19L1
ENSG00000196072.11	BLOC1S2
ENSG00000107593.16	PKD2L1
ENSG00000099194.5	SCD
ENSG00000075290.7	WNT8B
ENSG00000075826.16	SEC31B
ENSG00000255339.6	AL133352.1
ENSG00000166136.15	NDUFB8
ENSG00000166135.13	HIF1AN
ENSG00000075891.21	PAX2
ENSG00000119906.12	SLF2
ENSG00000055950.16	MRPL43
ENSG00000095539.15	SEMA4G
ENSG00000107815.9	TWNK
ENSG00000107816.17	LZTS2
ENSG00000186862.18	PDZD7
ENSG00000107819.13	SFXN3
ENSG00000107821.14	KAZALD1
ENSG00000107807.12	TLX1
ENSG00000138136.6	LBX1
ENSG00000166167.17	BTRC
ENSG00000166171.12	DPCD
ENSG00000166169.16	POLL
ENSG00000107829.13	FBXW4
ENSG00000107831.12	FGF8
ENSG00000107833.10	NPM3
ENSG00000198408.13	OGA
ENSG00000120049.19	KCNIP2
ENSG00000120029.12	ARMH3
ENSG00000166189.7	HPS6
ENSG00000198728.10	LDB1
ENSG00000148840.10	PPRC1
ENSG00000166197.16	NOLC1
ENSG00000119915.4	ELOVL3
ENSG00000107859.9	PITX3
ENSG00000107862.4	GBF1
ENSG00000077150.18	NFKB2
ENSG00000059915.16	PSD
ENSG00000107872.12	FBXL15
ENSG00000107874.10	CUEDC2
ENSG00000120055.7	C10orf95
ENSG00000138111.14	MFSD13A
ENSG00000138107.12	ACTR1A
ENSG00000107882.11	SUFU
ENSG00000171206.14	TRIM8
ENSG00000138175.8	ARL3
ENSG00000156398.12	SFXN2
ENSG00000166272.17	WBP1L
ENSG00000148795.6	CYP17A1
ENSG00000166275.15	BORCS7
ENSG00000270316.1	BORCS7-ASMT
ENSG00000214435.7	AS3MT
ENSG00000148842.17	CNNM2
ENSG00000076685.18	NT5C2
ENSG00000235376.5	RPEL1
ENSG00000148798.10	INA
ENSG00000156374.15	PCGF6
ENSG00000148835.10	TAF5
ENSG00000173915.15	ATP5MD
ENSG00000148843.14	PDCD11
ENSG00000138172.10	CALHM2
ENSG00000185933.6	CALHM1
ENSG00000183128.7	CALHM3
ENSG00000107954.10	NEURL1
ENSG00000107957.16	SH3PXD2A
ENSG00000107960.10	STN1
ENSG00000065613.13	SLK
ENSG00000065618.19	COL17A1
ENSG00000156384.14	SFR1
ENSG00000197748.12	CFAP43
ENSG00000148834.12	GSTO1
ENSG00000065621.14	GSTO2
ENSG00000148841.16	ITPRIP
ENSG00000120051.14	CFAP58
ENSG00000156395.12	SORCS3
ENSG00000108018.15	SORCS1
ENSG00000108039.17	XPNPEP1
ENSG00000148700.14	ADD3
ENSG00000119950.20	MXI1
ENSG00000119953.12	SMNDC1
ENSG00000138166.5	DUSP5
ENSG00000108055.9	SMC3
ENSG00000203867.7	RBM20
ENSG00000150593.17	PDCD4
ENSG00000214413.7	BBIP1
ENSG00000108061.11	SHOC2
ENSG00000150594.6	ADRA2A
ENSG00000119927.13	GPAM
ENSG00000119913.5	TECTB
ENSG00000197142.10	ACSL5
ENSG00000023041.11	ZDHHC6
ENSG00000151532.13	VTI1A
ENSG00000148737.16	TCF7L2
ENSG00000148702.14	HABP2
ENSG00000197893.13	NRAP
ENSG00000165806.19	CASP7
ENSG00000148735.14	PLEKHS1
ENSG00000198924.7	DCLRE1A
ENSG00000196865.4	NHLRC2
ENSG00000043591.5	ADRB1
ENSG00000165813.19	CCDC186
ENSG00000095627.9	TDRD1
ENSG00000165816.12	VWA2
ENSG00000169129.14	AFAP1L2
ENSG00000099204.19	ABLIM1
ENSG00000151553.14	FAM160B1
ENSG00000165832.5	TRUB1
ENSG00000107518.17	ATRNL1
ENSG00000151892.14	GFRA1
ENSG00000182645.5	CCDC172
ENSG00000203837.4	PNLIPRP3
ENSG00000175535.6	PNLIP
ENSG00000187021.14	PNLIPRP1
ENSG00000165863.16	C10orf82
ENSG00000165868.14	HSPA12A
ENSG00000188316.13	ENO4
ENSG00000187164.19	SHTN1
ENSG00000148704.12	VAX1
ENSG00000186795.1	KCNK18
ENSG00000165646.13	SLC18A2
ENSG00000165650.11	PDZD8
ENSG00000170370.11	EMX2
ENSG00000107560.11	RAB11FIP2
ENSG00000165669.13	FAM204A
ENSG00000119973.5	PRLHR
ENSG00000151893.14	CACUL1
ENSG00000188613.6	NANOS1
ENSG00000107581.12	EIF3A
ENSG00000119979.17	FAM45A
ENSG00000183605.16	SFXN4
ENSG00000165672.6	PRDX3
ENSG00000198873.11	GRK5
ENSG00000148908.14	RGS10
ENSG00000151923.17	TIAL1
ENSG00000151929.9	BAG3
ENSG00000198825.13	INPP5F
ENSG00000197771.12	MCMBP
ENSG00000107651.12	SEC23IP
ENSG00000203805.10	PLPP4
ENSG00000120008.15	WDR11
ENSG00000066468.22	FGFR2
ENSG00000107669.17	ATE1
ENSG00000107672.14	NSMCE4A
ENSG00000138162.18	TACC2
ENSG00000138152.8	BTBD16
ENSG00000107679.14	PLEKHA1
ENSG00000254636.1	ARMS2
ENSG00000166033.12	HTRA1
ENSG00000187908.17	DMBT1
ENSG00000183559.11	C10orf120
ENSG00000138161.13	CUZD1
ENSG00000213185.6	FAM24B
ENSG00000203795.2	FAM24A
ENSG00000119965.12	C10orf88
ENSG00000179988.14	PSTK
ENSG00000095574.11	IKZF5
ENSG00000196177.12	ACADSB
